1000,45,75.5190542
1000,35,76.3581548
1000,24,69.8131701
1000,13,56.7232007
1000,3,24.2406841
950,62,79.8135815
950,61,79.5140174
950,57,80.3652883
950,46,79.448842
950,35,77.1704756
950,24,72.0896865
950,13,59.8744896
950,5,45.0560541
900,66,80.4911161
900,67,81.2062916
900,66,80.4911161
900,66,80.9941856
900,61,80.3847114
900,50,80.4711233
900,39,79.767001
900,27,73.6310778
900,16,65.4498469
900,5,39.2699082
850,69,82.0220838
850,70,82.6808045
850,70,82.1575083
850,69,81.4996502
850,67,82.2818716
850,55,82.2521598
850,43,80.545182
850,31,76.649043
850,19,69.0859496
850,8,51.1562022
800,71,82.0651503
800,71,82.0651503
800,71,82.6122513
800,71,82.6122513
800,71,82.6122513
800,60,83.1109168
800,47,81.2182919
800,35,79.3331478
800,23,74.3380978
800,12,63.4665183
750,78,82.8748062
750,79,83.3957727
750,79,83.9373037
750,79,82.8611844
750,75,83.4819476
750,62,83.1534941
750,49,82.6557345
750,36,80.6915921
750,24,78.5398163
750,12,67.7067382
700,84,83.2998052
700,84,83.2998052
700,83,82.3081409
700,84,82.7623871
700,78,86.3179141
700,64,90.4985538
700,51,82.8567211
700,38,81.7354896
700,25,79.5397446
700,12,67.8739154
650,89,83.0323168
650,89,83.0323168
650,89,83.0323168
650,88,82.0993694
650,81,83.2351314
650,68,83.851688
650,54,85.084801
650,40,87.2664626
650,26,76.8126676
650,13,65.8394294
600,95,81.8123087
600,96,82.6734909
600,97,82.4498072
600,97,82.9886948
600,85,83.6576991
600,70,83.2998052
600,56,83.2998052
600,42,84.5813407
600,28,79.6780745
600,14,67.8739154
550,106,81.5326085
550,107,81.7775689
550,107,81.7775689
550,100,82.1858809
550,86,83.2198323
550,71,82.7125088
550,57,82.403723
550,43,81.8988826
550,28,78.1339258
550,14,67.1951762
500,117,80.2686802
500,117,80.2686802
500,115,80.4138077
500,101,81.0102272
500,87,81.8123087
500,73,82.0934506
500,59,82.5115592
500,44,81.3500923
500,29,79.0852317
500,15,71.141138
450,128,78.5398163
450,128,79.0337774
450,117,79.767001
450,103,80.8960108
450,89,81.6593885
450,75,82.7315481
450,60,82.9645947
450,45,81.8123087
450,30,79.6011652
450,16,74.7998251
400,142,76.4928252
400,131,77.2426122
400,118,78.606432
400,105,79.6780745
400,91,81.0331438
400,76,81.8796439
400,61,81.8962187
400,47,82.0304748
400,32,79.7864801
400,17,74.1764932
350,145,74.8103543
350,132,76.3581548
350,119,77.6634224
350,105,78.6039829
350,91,79.8688745
350,77,80.5421633
350,63,81.5349788
350,48,81.4486984
350,32,78.8213211
350,18,76.3581548
300,149,73.8789939
300,136,75.4337219
300,122,76.7777051
300,108,78.5398163
300,93,79.0498151
300,79,80.7896548
300,63,80.8498109
300,48,82.6734909
300,33,83.0709596
300,17,74.1764932
250,151,70.3912172
250,138,72.3724269
250,124,74.320339
250,110,75.9439152
250,95,77.3350182
250,80,79.3331478
250,65,80.5727283
250,49,80.9859217
250,33,78.2552518
250,18,75.5190542
200,155,66.9618896
200,142,68.8435427
200,127,71.043851
200,113,73.5903752
200,97,75.5789899
200,82,77.7809775
200,66,77.8322504
200,50,80.8022802
200,33,79.9942574
200,17,74.1764932
150,160,62.3331876
150,146,65.4498469
150,131,68.0470631
150,116,70.2979838
150,100,72.7220522
150,84,76.3581548
150,67,78.3060669
150,50,77.9164845
150,33,77.1373196
150,17,79.4748142
100,164,54.2109843
100,149,57.0293988
100,134,59.6617652
100,118,62.7892841
100,102,67.4331756
100,85,71.3235512
100,68,74.1764932
100,51,74.1764932
100,33,79.9942574
100,16,69.8131701
75,165,48.2108248
75,150,51.1326929
75,135,53.8763984
75,119,57.2686161
75,102,61.8137443
75,85,66.2290118
75,68,69.5404624
75,51,75.8623226
75,33,77.1373196
75,3,81.8123087
50,168,39.8390373
50,153,42.7941307
50,138,47.0420775
50,121,48.8853795
50,104,54.0220959
50,88,59.995693
50,55,66.6618812
50,28,76.3581548
50,4,43.6332313
50,3,65.4498469
25,174,27.1149366
25,164,29.8160414
25,158,31.9169007
25,157,31.714895
25,128,36.7437737
25,96,43.6332313
25,63,49.0873852
25,29,52.7234878
25,2,68.1769239
25,3,81.8123087
